0.8888888888888888	1	5.0	0.0
0.8888888888888888	2	8.0	0.0
0.8888888888888888	3	11.0	0.0
0.8888888888888888	4	14.0	0.0
0.8888888888888888	5	17.0	0.0
0.8888888888888888	6	20.005	0.004999999999999998
0.8888888888888888	7	23.0	0.0
0.8888888888888888	1	5.0	0.0
0.8888888888888888	2	8.0	0.0
0.8888888888888888	3	11.005	0.005000000000000001
0.8888888888888888	4	14.005	0.005000000000000001
0.8888888888888888	5	17.005	0.004999999999999998
0.8888888888888888	6	20.005	0.004999999999999998
0.8888888888888888	7	23.005	0.004999999999999998
0.8888888888888888	1	5.005	0.005000000000000002
0.8888888888888888	2	8.005	0.005000000000000001
0.8888888888888888	3	11.01	0.007053278933842965
0.8888888888888888	4	14.015	0.008616625276509296
0.8888888888888888	5	17.01	0.007053278933842964
0.8888888888888888	6	20.01	0.007053278933842964
0.8888888888888888	7	23.01	0.007053278933842964
